"total_sleep_time","transportation_method","prior_knowl","teacher_performance","predicted"
16,"Walking",65,"5",5
16,"Walking",70,"5",5
16,"Walking",75,"5",5
16,"Walking",80,"5",5
16,"Walking",85,"5",5
16,"Walking",90,"5",5
16,"Walking",95,"5",5
16,"Walking",100,"5",5
17,"Walking",0,"5",5
17,"Walking",5,"5",5
17,"Walking",10,"5",5
17,"Walking",15,"5",5
17,"Walking",20,"5",5
17,"Walking",25,"5",5
17,"Walking",30,"5",5
17,"Walking",35,"5",5
17,"Walking",40,"5",5
17,"Walking",45,"5",5
17,"Walking",50,"5",5
17,"Walking",55,"5",5
17,"Walking",60,"5",5
17,"Walking",65,"5",5
17,"Walking",70,"5",5
17,"Walking",75,"5",5
17,"Walking",80,"5",5
17,"Walking",85,"5",5
17,"Walking",90,"5",5
17,"Walking",95,"5",5
17,"Walking",100,"5",5
18,"Walking",0,"5",5
18,"Walking",5,"5",5
18,"Walking",10,"5",5
18,"Walking",15,"5",5
18,"Walking",20,"5",5
18,"Walking",25,"5",5
18,"Walking",30,"5",5
18,"Walking",35,"5",5
18,"Walking",40,"5",5
18,"Walking",45,"5",5
18,"Walking",50,"5",5
18,"Walking",55,"5",5
18,"Walking",60,"5",5
18,"Walking",65,"5",5
18,"Walking",70,"5",5
18,"Walking",75,"5",5
18,"Walking",80,"5",5
18,"Walking",85,"5",5
18,"Walking",90,"5",5
18,"Walking",95,"5",5
18,"Walking",100,"5",5
19,"Walking",0,"5",5
19,"Walking",5,"5",5
19,"Walking",10,"5",5
19,"Walking",15,"5",5
19,"Walking",20,"5",5
19,"Walking",25,"5",5
19,"Walking",30,"5",5
19,"Walking",35,"5",5
19,"Walking",40,"5",5
19,"Walking",45,"5",5
19,"Walking",50,"5",5
19,"Walking",55,"5",5
19,"Walking",60,"5",5
19,"Walking",65,"5",5
19,"Walking",70,"5",5
19,"Walking",75,"5",5
19,"Walking",80,"5",5
19,"Walking",85,"5",5
19,"Walking",90,"5",5
19,"Walking",95,"5",5
19,"Walking",100,"5",5
20,"Walking",0,"5",5
20,"Walking",5,"5",5
20,"Walking",10,"5",5
20,"Walking",15,"5",5
20,"Walking",20,"5",5
20,"Walking",25,"5",5
20,"Walking",30,"5",5
20,"Walking",35,"5",5
20,"Walking",40,"5",5
20,"Walking",45,"5",5
20,"Walking",50,"5",5
20,"Walking",55,"5",5
20,"Walking",60,"5",5
20,"Walking",65,"5",5
20,"Walking",70,"5",5
20,"Walking",75,"5",5
20,"Walking",80,"5",5
20,"Walking",85,"5",5
20,"Walking",90,"5",5
20,"Walking",95,"5",5
20,"Walking",100,"5",5
21,"Walking",0,"5",5
21,"Walking",5,"5",5
21,"Walking",10,"5",5
21,"Walking",15,"5",5
21,"Walking",20,"5",5
21,"Walking",25,"5",5
21,"Walking",30,"5",5
21,"Walking",35,"5",5
21,"Walking",40,"5",5
21,"Walking",45,"5",5
21,"Walking",50,"5",5
21,"Walking",55,"5",5
21,"Walking",60,"5",5
21,"Walking",65,"5",5
21,"Walking",70,"5",5
21,"Walking",75,"5",5
21,"Walking",80,"5",5
21,"Walking",85,"5",5
21,"Walking",90,"5",5
21,"Walking",95,"5",5
21,"Walking",100,"5",5
22,"Walking",0,"5",5
22,"Walking",5,"5",5
22,"Walking",10,"5",5
22,"Walking",15,"5",5
22,"Walking",20,"5",5
22,"Walking",25,"5",5
22,"Walking",30,"5",5
22,"Walking",35,"5",5
22,"Walking",40,"5",5
22,"Walking",45,"5",5
22,"Walking",50,"5",5
22,"Walking",55,"5",5
22,"Walking",60,"5",5
22,"Walking",65,"5",5
22,"Walking",70,"5",5
22,"Walking",75,"5",5
22,"Walking",80,"5",5
22,"Walking",85,"5",5
22,"Walking",90,"5",5
22,"Walking",95,"5",5
22,"Walking",100,"5",5
23,"Walking",0,"5",5
23,"Walking",5,"5",5
23,"Walking",10,"5",5
23,"Walking",15,"5",5
23,"Walking",20,"5",5
23,"Walking",25,"5",5
23,"Walking",30,"5",5
23,"Walking",35,"5",5
23,"Walking",40,"5",5
23,"Walking",45,"5",5
23,"Walking",50,"5",5
23,"Walking",55,"5",5
23,"Walking",60,"5",5
23,"Walking",65,"5",5
23,"Walking",70,"5",5
23,"Walking",75,"5",5
23,"Walking",80,"5",5
23,"Walking",85,"5",5
23,"Walking",90,"5",5
23,"Walking",95,"5",5
23,"Walking",100,"5",5
24,"Walking",0,"5",5
24,"Walking",5,"5",5
24,"Walking",10,"5",5
24,"Walking",15,"5",5
24,"Walking",20,"5",5
24,"Walking",25,"5",5
24,"Walking",30,"5",5
24,"Walking",35,"5",5
24,"Walking",40,"5",5
24,"Walking",45,"5",5
24,"Walking",50,"5",5
24,"Walking",55,"5",5
24,"Walking",60,"5",5
24,"Walking",65,"5",5
24,"Walking",70,"5",5
24,"Walking",75,"5",5
24,"Walking",80,"5",5
24,"Walking",85,"5",5
24,"Walking",90,"5",5
24,"Walking",95,"5",5
24,"Walking",100,"5",5
0,"Driving",0,"1",1
0,"Driving",5,"1",1
0,"Driving",10,"1",1
0,"Driving",15,"1",1
0,"Driving",20,"1",1
0,"Driving",25,"1",1
0,"Driving",30,"1",1
0,"Driving",35,"1",1
0,"Driving",40,"1",1
0,"Driving",45,"1",1
0,"Driving",50,"1",1
0,"Driving",55,"1",1
0,"Driving",60,"1",1
0,"Driving",65,"1",1
0,"Driving",70,"1",1
0,"Driving",75,"1",1
0,"Driving",80,"1",1
0,"Driving",85,"1",1
0,"Driving",90,"1",1
0,"Driving",95,"1",1
0,"Driving",100,"1",1
1,"Driving",0,"1",1
1,"Driving",5,"1",1
1,"Driving",10,"1",1
1,"Driving",15,"1",1
1,"Driving",20,"1",1
1,"Driving",25,"1",1
1,"Driving",30,"1",1
1,"Driving",35,"1",1
1,"Driving",40,"1",1
1,"Driving",45,"1",1
1,"Driving",50,"1",1
1,"Driving",55,"1",1
1,"Driving",60,"1",1
1,"Driving",65,"1",1
1,"Driving",70,"1",1
1,"Driving",75,"1",1
1,"Driving",80,"1",1
1,"Driving",85,"1",1
1,"Driving",90,"1",1
1,"Driving",95,"1",1
1,"Driving",100,"1",1
2,"Driving",0,"1",1
2,"Driving",5,"1",1
2,"Driving",10,"1",1
2,"Driving",15,"1",1
2,"Driving",20,"1",1
2,"Driving",25,"1",1
2,"Driving",30,"1",1
2,"Driving",35,"1",1
2,"Driving",40,"1",1
2,"Driving",45,"1",1
2,"Driving",50,"1",1
2,"Driving",55,"1",1
2,"Driving",60,"1",1
2,"Driving",65,"1",1
2,"Driving",70,"1",1
2,"Driving",75,"1",1
2,"Driving",80,"1",1
2,"Driving",85,"1",1
2,"Driving",90,"1",1
2,"Driving",95,"1",1
2,"Driving",100,"1",1
3,"Driving",0,"1",1
3,"Driving",5,"1",1
3,"Driving",10,"1",1
3,"Driving",15,"1",1
3,"Driving",20,"1",1
3,"Driving",25,"1",1
3,"Driving",30,"1",1
3,"Driving",35,"1",1
3,"Driving",40,"1",1
3,"Driving",45,"1",1
3,"Driving",50,"1",1
3,"Driving",55,"1",1
3,"Driving",60,"1",1
3,"Driving",65,"1",1
3,"Driving",70,"1",1
3,"Driving",75,"1",1
3,"Driving",80,"1",1
3,"Driving",85,"1",1
3,"Driving",90,"1",1
3,"Driving",95,"1",1
3,"Driving",100,"1",1
4,"Driving",0,"1",1
4,"Driving",5,"1",1
4,"Driving",10,"1",1
4,"Driving",15,"1",1
4,"Driving",20,"1",1
4,"Driving",25,"1",1
4,"Driving",30,"1",1
4,"Driving",35,"1",1
4,"Driving",40,"1",1
4,"Driving",45,"1",1
4,"Driving",50,"1",1
4,"Driving",55,"1",1
4,"Driving",60,"1",1
4,"Driving",65,"1",1
4,"Driving",70,"1",1
4,"Driving",75,"1",1
4,"Driving",80,"1",1
4,"Driving",85,"1",1
4,"Driving",90,"1",1
4,"Driving",95,"1",1
4,"Driving",100,"1",1
5,"Driving",0,"1",1
5,"Driving",5,"1",1
5,"Driving",10,"1",1
5,"Driving",15,"1",1
5,"Driving",20,"1",1
5,"Driving",25,"1",1
5,"Driving",30,"1",1
5,"Driving",35,"1",1
5,"Driving",40,"1",1
5,"Driving",45,"1",1
5,"Driving",50,"1",1
5,"Driving",55,"1",1
5,"Driving",60,"1",1
5,"Driving",65,"1",1
5,"Driving",70,"1",1
5,"Driving",75,"1",1
5,"Driving",80,"1",1
5,"Driving",85,"1",1
5,"Driving",90,"1",1
5,"Driving",95,"1",1
5,"Driving",100,"1",1
6,"Driving",0,"1",1
6,"Driving",5,"1",1
6,"Driving",10,"1",1
6,"Driving",15,"1",1
6,"Driving",20,"1",1
6,"Driving",25,"1",1
6,"Driving",30,"1",1
6,"Driving",35,"1",1
6,"Driving",40,"1",1
6,"Driving",45,"1",1
6,"Driving",50,"1",1
6,"Driving",55,"1",1
6,"Driving",60,"1",1
6,"Driving",65,"1",1
6,"Driving",70,"1",1
6,"Driving",75,"1",1
6,"Driving",80,"1",1
6,"Driving",85,"1",1
6,"Driving",90,"1",1
6,"Driving",95,"1",1
6,"Driving",100,"1",1
7,"Driving",0,"1",1
7,"Driving",5,"1",1
7,"Driving",10,"1",1
7,"Driving",15,"1",1
7,"Driving",20,"1",1
7,"Driving",25,"1",1
7,"Driving",30,"1",1
7,"Driving",35,"1",1
7,"Driving",40,"1",1
7,"Driving",45,"1",1
7,"Driving",50,"1",1
7,"Driving",55,"1",1
7,"Driving",60,"1",1
7,"Driving",65,"1",1
7,"Driving",70,"1",1
7,"Driving",75,"1",1
7,"Driving",80,"1",1
7,"Driving",85,"1",1
7,"Driving",90,"1",1
7,"Driving",95,"1",1
7,"Driving",100,"1",1
8,"Driving",0,"1",2
8,"Driving",5,"1",2
8,"Driving",10,"1",2
8,"Driving",15,"1",2
8,"Driving",20,"1",2
8,"Driving",25,"1",2
8,"Driving",30,"1",2
8,"Driving",35,"1",2
8,"Driving",40,"1",1
8,"Driving",45,"1",1
8,"Driving",50,"1",1
8,"Driving",55,"1",1
8,"Driving",60,"1",1
8,"Driving",65,"1",1
8,"Driving",70,"1",1
8,"Driving",75,"1",1
8,"Driving",80,"1",1
8,"Driving",85,"1",1
8,"Driving",90,"1",1
8,"Driving",95,"1",1
8,"Driving",100,"1",1
9,"Driving",0,"1",2
9,"Driving",5,"1",2
9,"Driving",10,"1",2
9,"Driving",15,"1",2
9,"Driving",20,"1",2
9,"Driving",25,"1",2
9,"Driving",30,"1",2
9,"Driving",35,"1",2
9,"Driving",40,"1",2
9,"Driving",45,"1",2
9,"Driving",50,"1",2
9,"Driving",55,"1",2
9,"Driving",60,"1",2
9,"Driving",65,"1",2
9,"Driving",70,"1",2
9,"Driving",75,"1",2
9,"Driving",80,"1",2
9,"Driving",85,"1",1
9,"Driving",90,"1",1
9,"Driving",95,"1",1
9,"Driving",100,"1",1
10,"Driving",0,"1",2
10,"Driving",5,"1",2
10,"Driving",10,"1",2
10,"Driving",15,"1",2
10,"Driving",20,"1",2
10,"Driving",25,"1",2
10,"Driving",30,"1",2
10,"Driving",35,"1",2
10,"Driving",40,"1",2
10,"Driving",45,"1",2
10,"Driving",50,"1",2
10,"Driving",55,"1",2
10,"Driving",60,"1",2
10,"Driving",65,"1",2
10,"Driving",70,"1",2
10,"Driving",75,"1",2
10,"Driving",80,"1",2
10,"Driving",85,"1",2
10,"Driving",90,"1",2
10,"Driving",95,"1",2
10,"Driving",100,"1",2
11,"Driving",0,"1",2
11,"Driving",5,"1",2
11,"Driving",10,"1",2
11,"Driving",15,"1",2
11,"Driving",20,"1",2
11,"Driving",25,"1",2
11,"Driving",30,"1",2
11,"Driving",35,"1",2
11,"Driving",40,"1",2
11,"Driving",45,"1",2
11,"Driving",50,"1",2
11,"Driving",55,"1",2
11,"Driving",60,"1",2
11,"Driving",65,"1",2
11,"Driving",70,"1",2
11,"Driving",75,"1",2
11,"Driving",80,"1",2
11,"Driving",85,"1",2
11,"Driving",90,"1",2
11,"Driving",95,"1",2
11,"Driving",100,"1",2
12,"Driving",0,"1",3
12,"Driving",5,"1",3
12,"Driving",10,"1",3
12,"Driving",15,"1",3
12,"Driving",20,"1",3
12,"Driving",25,"1",3
12,"Driving",30,"1",3
12,"Driving",35,"1",3
12,"Driving",40,"1",3
12,"Driving",45,"1",2
12,"Driving",50,"1",2
12,"Driving",55,"1",2
12,"Driving",60,"1",2
12,"Driving",65,"1",2
12,"Driving",70,"1",2
12,"Driving",75,"1",2
12,"Driving",80,"1",2
12,"Driving",85,"1",2
12,"Driving",90,"1",2
12,"Driving",95,"1",2
12,"Driving",100,"1",2
13,"Driving",0,"1",3
13,"Driving",5,"1",3
13,"Driving",10,"1",3
13,"Driving",15,"1",3
13,"Driving",20,"1",3
13,"Driving",25,"1",3
13,"Driving",30,"1",3
13,"Driving",35,"1",3
13,"Driving",40,"1",3
13,"Driving",45,"1",3
13,"Driving",50,"1",3
13,"Driving",55,"1",3
13,"Driving",60,"1",3
13,"Driving",65,"1",3
13,"Driving",70,"1",3
13,"Driving",75,"1",3
13,"Driving",80,"1",3
13,"Driving",85,"1",2
13,"Driving",90,"1",2
13,"Driving",95,"1",2
13,"Driving",100,"1",2
14,"Driving",0,"1",3
14,"Driving",5,"1",3
14,"Driving",10,"1",3
14,"Driving",15,"1",3
14,"Driving",20,"1",3
14,"Driving",25,"1",3
14,"Driving",30,"1",3
14,"Driving",35,"1",3
14,"Driving",40,"1",3
14,"Driving",45,"1",3
14,"Driving",50,"1",3
14,"Driving",55,"1",3
14,"Driving",60,"1",3
14,"Driving",65,"1",3
14,"Driving",70,"1",3
14,"Driving",75,"1",3
14,"Driving",80,"1",3
14,"Driving",85,"1",3
14,"Driving",90,"1",3
14,"Driving",95,"1",3
14,"Driving",100,"1",3
15,"Driving",0,"1",3
15,"Driving",5,"1",3
15,"Driving",10,"1",3
15,"Driving",15,"1",3
15,"Driving",20,"1",3
15,"Driving",25,"1",3
15,"Driving",30,"1",3
15,"Driving",35,"1",3
15,"Driving",40,"1",3
15,"Driving",45,"1",3
15,"Driving",50,"1",3
15,"Driving",55,"1",3
15,"Driving",60,"1",3
15,"Driving",65,"1",3
15,"Driving",70,"1",3
15,"Driving",75,"1",3
15,"Driving",80,"1",3
15,"Driving",85,"1",3
15,"Driving",90,"1",3
15,"Driving",95,"1",3
15,"Driving",100,"1",3
16,"Driving",0,"1",4
16,"Driving",5,"1",4
16,"Driving",10,"1",4
16,"Driving",15,"1",4
16,"Driving",20,"1",4
16,"Driving",25,"1",4
16,"Driving",30,"1",4
16,"Driving",35,"1",4
16,"Driving",40,"1",3
16,"Driving",45,"1",3
16,"Driving",50,"1",3
16,"Driving",55,"1",3
16,"Driving",60,"1",3
16,"Driving",65,"1",3
16,"Driving",70,"1",3
16,"Driving",75,"1",3
16,"Driving",80,"1",3
16,"Driving",85,"1",3
16,"Driving",90,"1",3
16,"Driving",95,"1",3
16,"Driving",100,"1",3
17,"Driving",0,"1",4
17,"Driving",5,"1",4
17,"Driving",10,"1",4
17,"Driving",15,"1",4
17,"Driving",20,"1",4
17,"Driving",25,"1",4
17,"Driving",30,"1",4
17,"Driving",35,"1",4
17,"Driving",40,"1",4
17,"Driving",45,"1",4
17,"Driving",50,"1",4
17,"Driving",55,"1",4
17,"Driving",60,"1",4
17,"Driving",65,"1",4
17,"Driving",70,"1",4
17,"Driving",75,"1",4
17,"Driving",80,"1",3
17,"Driving",85,"1",3
17,"Driving",90,"1",3
17,"Driving",95,"1",3
17,"Driving",100,"1",3
18,"Driving",0,"1",4
18,"Driving",5,"1",4
18,"Driving",10,"1",4
18,"Driving",15,"1",4
18,"Driving",20,"1",4
18,"Driving",25,"1",4
18,"Driving",30,"1",4
18,"Driving",35,"1",4
18,"Driving",40,"1",4
18,"Driving",45,"1",4
18,"Driving",50,"1",4
18,"Driving",55,"1",4
18,"Driving",60,"1",4
18,"Driving",65,"1",4
18,"Driving",70,"1",4
18,"Driving",75,"1",4
18,"Driving",80,"1",4
18,"Driving",85,"1",4
18,"Driving",90,"1",4
18,"Driving",95,"1",4
18,"Driving",100,"1",4
19,"Driving",0,"1",4
19,"Driving",5,"1",4
19,"Driving",10,"1",4
19,"Driving",15,"1",4
19,"Driving",20,"1",4
19,"Driving",25,"1",4
19,"Driving",30,"1",4
19,"Driving",35,"1",4
19,"Driving",40,"1",4
19,"Driving",45,"1",4
19,"Driving",50,"1",4
19,"Driving",55,"1",4
19,"Driving",60,"1",4
19,"Driving",65,"1",4
19,"Driving",70,"1",4
19,"Driving",75,"1",4
19,"Driving",80,"1",4
19,"Driving",85,"1",4
19,"Driving",90,"1",4
19,"Driving",95,"1",4
19,"Driving",100,"1",4
20,"Driving",0,"1",5
20,"Driving",5,"1",5
20,"Driving",10,"1",5
20,"Driving",15,"1",5
20,"Driving",20,"1",5
20,"Driving",25,"1",5
20,"Driving",30,"1",5
20,"Driving",35,"1",5
20,"Driving",40,"1",4
20,"Driving",45,"1",4
20,"Driving",50,"1",4
20,"Driving",55,"1",4
20,"Driving",60,"1",4
20,"Driving",65,"1",4
20,"Driving",70,"1",4
20,"Driving",75,"1",4
20,"Driving",80,"1",4
20,"Driving",85,"1",4
20,"Driving",90,"1",4
20,"Driving",95,"1",4
20,"Driving",100,"1",4
21,"Driving",0,"1",5
21,"Driving",5,"1",5
21,"Driving",10,"1",5
21,"Driving",15,"1",5
21,"Driving",20,"1",5
21,"Driving",25,"1",5
21,"Driving",30,"1",5
21,"Driving",35,"1",5
21,"Driving",40,"1",5
21,"Driving",45,"1",5
21,"Driving",50,"1",5
21,"Driving",55,"1",5
21,"Driving",60,"1",5
21,"Driving",65,"1",5
21,"Driving",70,"1",5
21,"Driving",75,"1",5
21,"Driving",80,"1",5
21,"Driving",85,"1",4
21,"Driving",90,"1",4
21,"Driving",95,"1",4
21,"Driving",100,"1",4
22,"Driving",0,"1",5
22,"Driving",5,"1",5
22,"Driving",10,"1",5
22,"Driving",15,"1",5
22,"Driving",20,"1",5
22,"Driving",25,"1",5
22,"Driving",30,"1",5
22,"Driving",35,"1",5
22,"Driving",40,"1",5
22,"Driving",45,"1",5
22,"Driving",50,"1",5
22,"Driving",55,"1",5
22,"Driving",60,"1",5
22,"Driving",65,"1",5
22,"Driving",70,"1",5
22,"Driving",75,"1",5
22,"Driving",80,"1",5
22,"Driving",85,"1",5
22,"Driving",90,"1",5
22,"Driving",95,"1",5
22,"Driving",100,"1",5
23,"Driving",0,"1",5
23,"Driving",5,"1",5
23,"Driving",10,"1",5
23,"Driving",15,"1",5
23,"Driving",20,"1",5
23,"Driving",25,"1",5
23,"Driving",30,"1",5
23,"Driving",35,"1",5
23,"Driving",40,"1",5
23,"Driving",45,"1",5
23,"Driving",50,"1",5
23,"Driving",55,"1",5
23,"Driving",60,"1",5
23,"Driving",65,"1",5
23,"Driving",70,"1",5
23,"Driving",75,"1",5
23,"Driving",80,"1",5
23,"Driving",85,"1",5
23,"Driving",90,"1",5
23,"Driving",95,"1",5
23,"Driving",100,"1",5
24,"Driving",0,"1",5
24,"Driving",5,"1",5
24,"Driving",10,"1",5
24,"Driving",15,"1",5
24,"Driving",20,"1",5
24,"Driving",25,"1",5
24,"Driving",30,"1",5
24,"Driving",35,"1",5
24,"Driving",40,"1",5
24,"Driving",45,"1",5
24,"Driving",50,"1",5
24,"Driving",55,"1",5
24,"Driving",60,"1",5
24,"Driving",65,"1",5
24,"Driving",70,"1",5
24,"Driving",75,"1",5
24,"Driving",80,"1",5
24,"Driving",85,"1",5
24,"Driving",90,"1",5
24,"Driving",95,"1",5
24,"Driving",100,"1",5
0,"Driving",0,"2",1
0,"Driving",5,"2",1
0,"Driving",10,"2",1
0,"Driving",15,"2",1
0,"Driving",20,"2",1
0,"Driving",25,"2",1
0,"Driving",30,"2",1
0,"Driving",35,"2",1
0,"Driving",40,"2",1
0,"Driving",45,"2",1
0,"Driving",50,"2",1
0,"Driving",55,"2",1
0,"Driving",60,"2",1
0,"Driving",65,"2",1
0,"Driving",70,"2",1
0,"Driving",75,"2",1
0,"Driving",80,"2",1
0,"Driving",85,"2",1
0,"Driving",90,"2",1
0,"Driving",95,"2",1
0,"Driving",100,"2",1
1,"Driving",0,"2",1
1,"Driving",5,"2",1
1,"Driving",10,"2",1
1,"Driving",15,"2",1
1,"Driving",20,"2",1
1,"Driving",25,"2",1
1,"Driving",30,"2",1
1,"Driving",35,"2",1
1,"Driving",40,"2",1
1,"Driving",45,"2",1
1,"Driving",50,"2",1
1,"Driving",55,"2",1
1,"Driving",60,"2",1
1,"Driving",65,"2",1
1,"Driving",70,"2",1
1,"Driving",75,"2",1
1,"Driving",80,"2",1
1,"Driving",85,"2",1
1,"Driving",90,"2",1
1,"Driving",95,"2",1
1,"Driving",100,"2",1
2,"Driving",0,"2",1
2,"Driving",5,"2",1
2,"Driving",10,"2",1
2,"Driving",15,"2",1
2,"Driving",20,"2",1
2,"Driving",25,"2",1
2,"Driving",30,"2",1
2,"Driving",35,"2",1
2,"Driving",40,"2",1
2,"Driving",45,"2",1
2,"Driving",50,"2",1
2,"Driving",55,"2",1
2,"Driving",60,"2",1
2,"Driving",65,"2",1
2,"Driving",70,"2",1
2,"Driving",75,"2",1
2,"Driving",80,"2",1
2,"Driving",85,"2",1
2,"Driving",90,"2",1
2,"Driving",95,"2",1
2,"Driving",100,"2",1
3,"Driving",0,"2",2
3,"Driving",5,"2",2
3,"Driving",10,"2",2
3,"Driving",15,"2",2
3,"Driving",20,"2",2
3,"Driving",25,"2",2
3,"Driving",30,"2",1
3,"Driving",35,"2",1
3,"Driving",40,"2",1
3,"Driving",45,"2",1
3,"Driving",50,"2",1
3,"Driving",55,"2",1
3,"Driving",60,"2",1
3,"Driving",65,"2",1
3,"Driving",70,"2",1
3,"Driving",75,"2",1
3,"Driving",80,"2",1
3,"Driving",85,"2",1
3,"Driving",90,"2",1
3,"Driving",95,"2",1
3,"Driving",100,"2",1
4,"Driving",0,"2",2
4,"Driving",5,"2",2
4,"Driving",10,"2",2
4,"Driving",15,"2",2
4,"Driving",20,"2",2
4,"Driving",25,"2",2
4,"Driving",30,"2",2
4,"Driving",35,"2",2
4,"Driving",40,"2",2
4,"Driving",45,"2",2
4,"Driving",50,"2",2
4,"Driving",55,"2",2
4,"Driving",60,"2",2
4,"Driving",65,"2",2
4,"Driving",70,"2",2
4,"Driving",75,"2",1
4,"Driving",80,"2",1
4,"Driving",85,"2",1
4,"Driving",90,"2",1
4,"Driving",95,"2",1
4,"Driving",100,"2",1
5,"Driving",0,"2",2
5,"Driving",5,"2",2
5,"Driving",10,"2",2
5,"Driving",15,"2",2
5,"Driving",20,"2",2
5,"Driving",25,"2",2
5,"Driving",30,"2",2
5,"Driving",35,"2",2
5,"Driving",40,"2",2
5,"Driving",45,"2",2
5,"Driving",50,"2",2
5,"Driving",55,"2",2
5,"Driving",60,"2",2
5,"Driving",65,"2",2
5,"Driving",70,"2",2
5,"Driving",75,"2",2
5,"Driving",80,"2",2
5,"Driving",85,"2",2
5,"Driving",90,"2",2
5,"Driving",95,"2",2
5,"Driving",100,"2",2
6,"Driving",0,"2",2
6,"Driving",5,"2",2
6,"Driving",10,"2",2
6,"Driving",15,"2",2
6,"Driving",20,"2",2
6,"Driving",25,"2",2
6,"Driving",30,"2",2
6,"Driving",35,"2",2
6,"Driving",40,"2",2
6,"Driving",45,"2",2
6,"Driving",50,"2",2
6,"Driving",55,"2",2
6,"Driving",60,"2",2
6,"Driving",65,"2",2
6,"Driving",70,"2",2
6,"Driving",75,"2",2
6,"Driving",80,"2",2
6,"Driving",85,"2",2
6,"Driving",90,"2",2
6,"Driving",95,"2",2
6,"Driving",100,"2",2
7,"Driving",0,"2",3
7,"Driving",5,"2",3
7,"Driving",10,"2",3
7,"Driving",15,"2",3
7,"Driving",20,"2",3
7,"Driving",25,"2",3
7,"Driving",30,"2",2
7,"Driving",35,"2",2
7,"Driving",40,"2",2
7,"Driving",45,"2",2
7,"Driving",50,"2",2
7,"Driving",55,"2",2
7,"Driving",60,"2",2
7,"Driving",65,"2",2
7,"Driving",70,"2",2
7,"Driving",75,"2",2
7,"Driving",80,"2",2
7,"Driving",85,"2",2
7,"Driving",90,"2",2
7,"Driving",95,"2",2
7,"Driving",100,"2",2
8,"Driving",0,"2",3
8,"Driving",5,"2",3
8,"Driving",10,"2",3
8,"Driving",15,"2",3
8,"Driving",20,"2",3
8,"Driving",25,"2",3
8,"Driving",30,"2",3
8,"Driving",35,"2",3
8,"Driving",40,"2",3
8,"Driving",45,"2",3
8,"Driving",50,"2",3
8,"Driving",55,"2",3
8,"Driving",60,"2",3
8,"Driving",65,"2",3
8,"Driving",70,"2",3
8,"Driving",75,"2",2
8,"Driving",80,"2",2
8,"Driving",85,"2",2
8,"Driving",90,"2",2
8,"Driving",95,"2",2
8,"Driving",100,"2",2
9,"Driving",0,"2",3
9,"Driving",5,"2",3
9,"Driving",10,"2",3
9,"Driving",15,"2",3
9,"Driving",20,"2",3
9,"Driving",25,"2",3
9,"Driving",30,"2",3
9,"Driving",35,"2",3
9,"Driving",40,"2",3
9,"Driving",45,"2",3
9,"Driving",50,"2",3
9,"Driving",55,"2",3
9,"Driving",60,"2",3
9,"Driving",65,"2",3
9,"Driving",70,"2",3
9,"Driving",75,"2",3
9,"Driving",80,"2",3
9,"Driving",85,"2",3
9,"Driving",90,"2",3
9,"Driving",95,"2",3
9,"Driving",100,"2",3
10,"Driving",0,"2",3
10,"Driving",5,"2",3
10,"Driving",10,"2",3
10,"Driving",15,"2",3
10,"Driving",20,"2",3
10,"Driving",25,"2",3
10,"Driving",30,"2",3
10,"Driving",35,"2",3
10,"Driving",40,"2",3
10,"Driving",45,"2",3
10,"Driving",50,"2",3
10,"Driving",55,"2",3
10,"Driving",60,"2",3
10,"Driving",65,"2",3
10,"Driving",70,"2",3
10,"Driving",75,"2",3
10,"Driving",80,"2",3
10,"Driving",85,"2",3
10,"Driving",90,"2",3
10,"Driving",95,"2",3
10,"Driving",100,"2",3
11,"Driving",0,"2",4
11,"Driving",5,"2",4
11,"Driving",10,"2",4
11,"Driving",15,"2",4
11,"Driving",20,"2",4
11,"Driving",25,"2",4
11,"Driving",30,"2",3
11,"Driving",35,"2",3
11,"Driving",40,"2",3
11,"Driving",45,"2",3
11,"Driving",50,"2",3
11,"Driving",55,"2",3
11,"Driving",60,"2",3
11,"Driving",65,"2",3
11,"Driving",70,"2",3
11,"Driving",75,"2",3
11,"Driving",80,"2",3
11,"Driving",85,"2",3
11,"Driving",90,"2",3
11,"Driving",95,"2",3
11,"Driving",100,"2",3
12,"Driving",0,"2",4
12,"Driving",5,"2",4
12,"Driving",10,"2",4
12,"Driving",15,"2",4
12,"Driving",20,"2",4
12,"Driving",25,"2",4
12,"Driving",30,"2",4
12,"Driving",35,"2",4
12,"Driving",40,"2",4
12,"Driving",45,"2",4
12,"Driving",50,"2",4
12,"Driving",55,"2",4
12,"Driving",60,"2",4
12,"Driving",65,"2",4
12,"Driving",70,"2",3
12,"Driving",75,"2",3
12,"Driving",80,"2",3
12,"Driving",85,"2",3
12,"Driving",90,"2",3
12,"Driving",95,"2",3
12,"Driving",100,"2",3
13,"Driving",0,"2",4
13,"Driving",5,"2",4
13,"Driving",10,"2",4
13,"Driving",15,"2",4
13,"Driving",20,"2",4
13,"Driving",25,"2",4
13,"Driving",30,"2",4
13,"Driving",35,"2",4
13,"Driving",40,"2",4
13,"Driving",45,"2",4
13,"Driving",50,"2",4
13,"Driving",55,"2",4
13,"Driving",60,"2",4
13,"Driving",65,"2",4
13,"Driving",70,"2",4
13,"Driving",75,"2",4
13,"Driving",80,"2",4
13,"Driving",85,"2",4
13,"Driving",90,"2",4
13,"Driving",95,"2",4
13,"Driving",100,"2",4
14,"Driving",0,"2",4
14,"Driving",5,"2",4
