"total_sleep_time","transportation_method","prior_knowl","teacher_performance","predicted"
2,"pub_transport",85,"4",2
2,"pub_transport",90,"4",2
2,"pub_transport",95,"4",2
2,"pub_transport",100,"4",2
3,"pub_transport",0,"4",3
3,"pub_transport",5,"4",3
3,"pub_transport",10,"4",3
3,"pub_transport",15,"4",3
3,"pub_transport",20,"4",3
3,"pub_transport",25,"4",3
3,"pub_transport",30,"4",3
3,"pub_transport",35,"4",3
3,"pub_transport",40,"4",3
3,"pub_transport",45,"4",3
3,"pub_transport",50,"4",2
3,"pub_transport",55,"4",2
3,"pub_transport",60,"4",2
3,"pub_transport",65,"4",2
3,"pub_transport",70,"4",2
3,"pub_transport",75,"4",2
3,"pub_transport",80,"4",2
3,"pub_transport",85,"4",2
3,"pub_transport",90,"4",2
3,"pub_transport",95,"4",2
3,"pub_transport",100,"4",2
4,"pub_transport",0,"4",3
4,"pub_transport",5,"4",3
4,"pub_transport",10,"4",3
4,"pub_transport",15,"4",3
4,"pub_transport",20,"4",3
4,"pub_transport",25,"4",3
4,"pub_transport",30,"4",3
4,"pub_transport",35,"4",3
4,"pub_transport",40,"4",3
4,"pub_transport",45,"4",3
4,"pub_transport",50,"4",3
4,"pub_transport",55,"4",3
4,"pub_transport",60,"4",3
4,"pub_transport",65,"4",3
4,"pub_transport",70,"4",3
4,"pub_transport",75,"4",3
4,"pub_transport",80,"4",3
4,"pub_transport",85,"4",3
4,"pub_transport",90,"4",2
4,"pub_transport",95,"4",2
4,"pub_transport",100,"4",2
5,"pub_transport",0,"4",3
5,"pub_transport",5,"4",3
5,"pub_transport",10,"4",3
5,"pub_transport",15,"4",3
5,"pub_transport",20,"4",3
5,"pub_transport",25,"4",3
5,"pub_transport",30,"4",3
5,"pub_transport",35,"4",3
5,"pub_transport",40,"4",3
5,"pub_transport",45,"4",3
5,"pub_transport",50,"4",3
5,"pub_transport",55,"4",3
5,"pub_transport",60,"4",3
5,"pub_transport",65,"4",3
5,"pub_transport",70,"4",3
5,"pub_transport",75,"4",3
5,"pub_transport",80,"4",3
5,"pub_transport",85,"4",3
5,"pub_transport",90,"4",3
5,"pub_transport",95,"4",3
5,"pub_transport",100,"4",3
6,"pub_transport",0,"4",4
6,"pub_transport",5,"4",3
6,"pub_transport",10,"4",3
6,"pub_transport",15,"4",3
6,"pub_transport",20,"4",3
6,"pub_transport",25,"4",3
6,"pub_transport",30,"4",3
6,"pub_transport",35,"4",3
6,"pub_transport",40,"4",3
6,"pub_transport",45,"4",3
6,"pub_transport",50,"4",3
6,"pub_transport",55,"4",3
6,"pub_transport",60,"4",3
6,"pub_transport",65,"4",3
6,"pub_transport",70,"4",3
6,"pub_transport",75,"4",3
6,"pub_transport",80,"4",3
6,"pub_transport",85,"4",3
6,"pub_transport",90,"4",3
6,"pub_transport",95,"4",3
6,"pub_transport",100,"4",3
7,"pub_transport",0,"4",4
7,"pub_transport",5,"4",4
7,"pub_transport",10,"4",4
7,"pub_transport",15,"4",4
7,"pub_transport",20,"4",4
7,"pub_transport",25,"4",4
7,"pub_transport",30,"4",4
7,"pub_transport",35,"4",4
7,"pub_transport",40,"4",4
7,"pub_transport",45,"4",4
7,"pub_transport",50,"4",3
7,"pub_transport",55,"4",3
7,"pub_transport",60,"4",3
7,"pub_transport",65,"4",3
7,"pub_transport",70,"4",3
7,"pub_transport",75,"4",3
7,"pub_transport",80,"4",3
7,"pub_transport",85,"4",3
7,"pub_transport",90,"4",3
7,"pub_transport",95,"4",3
7,"pub_transport",100,"4",3
8,"pub_transport",0,"4",4
8,"pub_transport",5,"4",4
8,"pub_transport",10,"4",4
8,"pub_transport",15,"4",4
8,"pub_transport",20,"4",4
8,"pub_transport",25,"4",4
8,"pub_transport",30,"4",4
8,"pub_transport",35,"4",4
8,"pub_transport",40,"4",4
8,"pub_transport",45,"4",4
8,"pub_transport",50,"4",4
8,"pub_transport",55,"4",4
8,"pub_transport",60,"4",4
8,"pub_transport",65,"4",4
8,"pub_transport",70,"4",4
8,"pub_transport",75,"4",4
8,"pub_transport",80,"4",4
8,"pub_transport",85,"4",4
8,"pub_transport",90,"4",3
8,"pub_transport",95,"4",3
8,"pub_transport",100,"4",3
9,"pub_transport",0,"4",4
9,"pub_transport",5,"4",4
9,"pub_transport",10,"4",4
9,"pub_transport",15,"4",4
9,"pub_transport",20,"4",4
9,"pub_transport",25,"4",4
9,"pub_transport",30,"4",4
9,"pub_transport",35,"4",4
9,"pub_transport",40,"4",4
9,"pub_transport",45,"4",4
9,"pub_transport",50,"4",4
9,"pub_transport",55,"4",4
9,"pub_transport",60,"4",4
9,"pub_transport",65,"4",4
9,"pub_transport",70,"4",4
9,"pub_transport",75,"4",4
9,"pub_transport",80,"4",4
9,"pub_transport",85,"4",4
9,"pub_transport",90,"4",4
9,"pub_transport",95,"4",4
9,"pub_transport",100,"4",4
10,"pub_transport",0,"4",5
10,"pub_transport",5,"4",5
10,"pub_transport",10,"4",4
10,"pub_transport",15,"4",4
10,"pub_transport",20,"4",4
10,"pub_transport",25,"4",4
10,"pub_transport",30,"4",4
10,"pub_transport",35,"4",4
10,"pub_transport",40,"4",4
10,"pub_transport",45,"4",4
10,"pub_transport",50,"4",4
10,"pub_transport",55,"4",4
10,"pub_transport",60,"4",4
10,"pub_transport",65,"4",4
10,"pub_transport",70,"4",4
10,"pub_transport",75,"4",4
10,"pub_transport",80,"4",4
10,"pub_transport",85,"4",4
10,"pub_transport",90,"4",4
10,"pub_transport",95,"4",4
10,"pub_transport",100,"4",4
11,"pub_transport",0,"4",5
11,"pub_transport",5,"4",5
11,"pub_transport",10,"4",5
11,"pub_transport",15,"4",5
11,"pub_transport",20,"4",5
11,"pub_transport",25,"4",5
11,"pub_transport",30,"4",5
11,"pub_transport",35,"4",5
11,"pub_transport",40,"4",5
11,"pub_transport",45,"4",5
11,"pub_transport",50,"4",4
11,"pub_transport",55,"4",4
11,"pub_transport",60,"4",4
11,"pub_transport",65,"4",4
11,"pub_transport",70,"4",4
11,"pub_transport",75,"4",4
11,"pub_transport",80,"4",4
11,"pub_transport",85,"4",4
11,"pub_transport",90,"4",4
11,"pub_transport",95,"4",4
11,"pub_transport",100,"4",4
12,"pub_transport",0,"4",5
12,"pub_transport",5,"4",5
12,"pub_transport",10,"4",5
12,"pub_transport",15,"4",5
12,"pub_transport",20,"4",5
12,"pub_transport",25,"4",5
12,"pub_transport",30,"4",5
12,"pub_transport",35,"4",5
12,"pub_transport",40,"4",5
12,"pub_transport",45,"4",5
12,"pub_transport",50,"4",5
12,"pub_transport",55,"4",5
12,"pub_transport",60,"4",5
12,"pub_transport",65,"4",5
12,"pub_transport",70,"4",5
12,"pub_transport",75,"4",5
12,"pub_transport",80,"4",5
12,"pub_transport",85,"4",5
12,"pub_transport",90,"4",4
12,"pub_transport",95,"4",4
12,"pub_transport",100,"4",4
13,"pub_transport",0,"4",5
13,"pub_transport",5,"4",5
13,"pub_transport",10,"4",5
13,"pub_transport",15,"4",5
13,"pub_transport",20,"4",5
13,"pub_transport",25,"4",5
13,"pub_transport",30,"4",5
13,"pub_transport",35,"4",5
13,"pub_transport",40,"4",5
13,"pub_transport",45,"4",5
13,"pub_transport",50,"4",5
13,"pub_transport",55,"4",5
13,"pub_transport",60,"4",5
13,"pub_transport",65,"4",5
13,"pub_transport",70,"4",5
13,"pub_transport",75,"4",5
13,"pub_transport",80,"4",5
13,"pub_transport",85,"4",5
13,"pub_transport",90,"4",5
13,"pub_transport",95,"4",5
13,"pub_transport",100,"4",5
14,"pub_transport",0,"4",5
14,"pub_transport",5,"4",5
14,"pub_transport",10,"4",5
14,"pub_transport",15,"4",5
14,"pub_transport",20,"4",5
14,"pub_transport",25,"4",5
14,"pub_transport",30,"4",5
14,"pub_transport",35,"4",5
14,"pub_transport",40,"4",5
14,"pub_transport",45,"4",5
14,"pub_transport",50,"4",5
14,"pub_transport",55,"4",5
14,"pub_transport",60,"4",5
14,"pub_transport",65,"4",5
14,"pub_transport",70,"4",5
14,"pub_transport",75,"4",5
14,"pub_transport",80,"4",5
14,"pub_transport",85,"4",5
14,"pub_transport",90,"4",5
14,"pub_transport",95,"4",5
14,"pub_transport",100,"4",5
15,"pub_transport",0,"4",5
15,"pub_transport",5,"4",5
15,"pub_transport",10,"4",5
15,"pub_transport",15,"4",5
15,"pub_transport",20,"4",5
15,"pub_transport",25,"4",5
15,"pub_transport",30,"4",5
15,"pub_transport",35,"4",5
15,"pub_transport",40,"4",5
15,"pub_transport",45,"4",5
15,"pub_transport",50,"4",5
15,"pub_transport",55,"4",5
15,"pub_transport",60,"4",5
15,"pub_transport",65,"4",5
15,"pub_transport",70,"4",5
15,"pub_transport",75,"4",5
15,"pub_transport",80,"4",5
15,"pub_transport",85,"4",5
15,"pub_transport",90,"4",5
15,"pub_transport",95,"4",5
15,"pub_transport",100,"4",5
16,"pub_transport",0,"4",5
16,"pub_transport",5,"4",5
16,"pub_transport",10,"4",5
16,"pub_transport",15,"4",5
16,"pub_transport",20,"4",5
16,"pub_transport",25,"4",5
16,"pub_transport",30,"4",5
16,"pub_transport",35,"4",5
16,"pub_transport",40,"4",5
16,"pub_transport",45,"4",5
16,"pub_transport",50,"4",5
16,"pub_transport",55,"4",5
16,"pub_transport",60,"4",5
16,"pub_transport",65,"4",5
16,"pub_transport",70,"4",5
16,"pub_transport",75,"4",5
16,"pub_transport",80,"4",5
16,"pub_transport",85,"4",5
16,"pub_transport",90,"4",5
16,"pub_transport",95,"4",5
16,"pub_transport",100,"4",5
17,"pub_transport",0,"4",5
17,"pub_transport",5,"4",5
17,"pub_transport",10,"4",5
17,"pub_transport",15,"4",5
17,"pub_transport",20,"4",5
17,"pub_transport",25,"4",5
17,"pub_transport",30,"4",5
17,"pub_transport",35,"4",5
17,"pub_transport",40,"4",5
17,"pub_transport",45,"4",5
17,"pub_transport",50,"4",5
17,"pub_transport",55,"4",5
17,"pub_transport",60,"4",5
17,"pub_transport",65,"4",5
17,"pub_transport",70,"4",5
17,"pub_transport",75,"4",5
17,"pub_transport",80,"4",5
17,"pub_transport",85,"4",5
17,"pub_transport",90,"4",5
17,"pub_transport",95,"4",5
17,"pub_transport",100,"4",5
18,"pub_transport",0,"4",5
18,"pub_transport",5,"4",5
18,"pub_transport",10,"4",5
18,"pub_transport",15,"4",5
18,"pub_transport",20,"4",5
18,"pub_transport",25,"4",5
18,"pub_transport",30,"4",5
18,"pub_transport",35,"4",5
18,"pub_transport",40,"4",5
18,"pub_transport",45,"4",5
18,"pub_transport",50,"4",5
18,"pub_transport",55,"4",5
18,"pub_transport",60,"4",5
18,"pub_transport",65,"4",5
18,"pub_transport",70,"4",5
18,"pub_transport",75,"4",5
18,"pub_transport",80,"4",5
18,"pub_transport",85,"4",5
18,"pub_transport",90,"4",5
18,"pub_transport",95,"4",5
18,"pub_transport",100,"4",5
19,"pub_transport",0,"4",5
19,"pub_transport",5,"4",5
19,"pub_transport",10,"4",5
19,"pub_transport",15,"4",5
19,"pub_transport",20,"4",5
19,"pub_transport",25,"4",5
19,"pub_transport",30,"4",5
19,"pub_transport",35,"4",5
19,"pub_transport",40,"4",5
19,"pub_transport",45,"4",5
19,"pub_transport",50,"4",5
19,"pub_transport",55,"4",5
19,"pub_transport",60,"4",5
19,"pub_transport",65,"4",5
19,"pub_transport",70,"4",5
19,"pub_transport",75,"4",5
19,"pub_transport",80,"4",5
19,"pub_transport",85,"4",5
19,"pub_transport",90,"4",5
19,"pub_transport",95,"4",5
19,"pub_transport",100,"4",5
20,"pub_transport",0,"4",5
20,"pub_transport",5,"4",5
20,"pub_transport",10,"4",5
20,"pub_transport",15,"4",5
20,"pub_transport",20,"4",5
20,"pub_transport",25,"4",5
20,"pub_transport",30,"4",5
20,"pub_transport",35,"4",5
20,"pub_transport",40,"4",5
20,"pub_transport",45,"4",5
20,"pub_transport",50,"4",5
20,"pub_transport",55,"4",5
20,"pub_transport",60,"4",5
20,"pub_transport",65,"4",5
20,"pub_transport",70,"4",5
20,"pub_transport",75,"4",5
20,"pub_transport",80,"4",5
20,"pub_transport",85,"4",5
20,"pub_transport",90,"4",5
20,"pub_transport",95,"4",5
20,"pub_transport",100,"4",5
21,"pub_transport",0,"4",5
21,"pub_transport",5,"4",5
21,"pub_transport",10,"4",5
21,"pub_transport",15,"4",5
21,"pub_transport",20,"4",5
21,"pub_transport",25,"4",5
21,"pub_transport",30,"4",5
21,"pub_transport",35,"4",5
21,"pub_transport",40,"4",5
21,"pub_transport",45,"4",5
21,"pub_transport",50,"4",5
21,"pub_transport",55,"4",5
21,"pub_transport",60,"4",5
21,"pub_transport",65,"4",5
21,"pub_transport",70,"4",5
21,"pub_transport",75,"4",5
21,"pub_transport",80,"4",5
21,"pub_transport",85,"4",5
21,"pub_transport",90,"4",5
21,"pub_transport",95,"4",5
21,"pub_transport",100,"4",5
22,"pub_transport",0,"4",5
22,"pub_transport",5,"4",5
22,"pub_transport",10,"4",5
22,"pub_transport",15,"4",5
22,"pub_transport",20,"4",5
22,"pub_transport",25,"4",5
22,"pub_transport",30,"4",5
22,"pub_transport",35,"4",5
22,"pub_transport",40,"4",5
22,"pub_transport",45,"4",5
22,"pub_transport",50,"4",5
22,"pub_transport",55,"4",5
22,"pub_transport",60,"4",5
22,"pub_transport",65,"4",5
22,"pub_transport",70,"4",5
22,"pub_transport",75,"4",5
22,"pub_transport",80,"4",5
22,"pub_transport",85,"4",5
22,"pub_transport",90,"4",5
22,"pub_transport",95,"4",5
22,"pub_transport",100,"4",5
23,"pub_transport",0,"4",5
23,"pub_transport",5,"4",5
23,"pub_transport",10,"4",5
23,"pub_transport",15,"4",5
23,"pub_transport",20,"4",5
23,"pub_transport",25,"4",5
23,"pub_transport",30,"4",5
23,"pub_transport",35,"4",5
23,"pub_transport",40,"4",5
23,"pub_transport",45,"4",5
23,"pub_transport",50,"4",5
23,"pub_transport",55,"4",5
23,"pub_transport",60,"4",5
23,"pub_transport",65,"4",5
23,"pub_transport",70,"4",5
23,"pub_transport",75,"4",5
23,"pub_transport",80,"4",5
23,"pub_transport",85,"4",5
23,"pub_transport",90,"4",5
23,"pub_transport",95,"4",5
23,"pub_transport",100,"4",5
24,"pub_transport",0,"4",5
24,"pub_transport",5,"4",5
24,"pub_transport",10,"4",5
24,"pub_transport",15,"4",5
24,"pub_transport",20,"4",5
24,"pub_transport",25,"4",5
24,"pub_transport",30,"4",5
24,"pub_transport",35,"4",5
24,"pub_transport",40,"4",5
24,"pub_transport",45,"4",5
24,"pub_transport",50,"4",5
24,"pub_transport",55,"4",5
24,"pub_transport",60,"4",5
24,"pub_transport",65,"4",5
24,"pub_transport",70,"4",5
24,"pub_transport",75,"4",5
24,"pub_transport",80,"4",5
24,"pub_transport",85,"4",5
24,"pub_transport",90,"4",5
24,"pub_transport",95,"4",5
24,"pub_transport",100,"4",5
0,"pub_transport",0,"5",3
0,"pub_transport",5,"5",3
0,"pub_transport",10,"5",3
0,"pub_transport",15,"5",3
0,"pub_transport",20,"5",3
0,"pub_transport",25,"5",3
0,"pub_transport",30,"5",3
0,"pub_transport",35,"5",2
0,"pub_transport",40,"5",2
0,"pub_transport",45,"5",2
0,"pub_transport",50,"5",2
0,"pub_transport",55,"5",2
0,"pub_transport",60,"5",2
0,"pub_transport",65,"5",2
0,"pub_transport",70,"5",2
0,"pub_transport",75,"5",2
0,"pub_transport",80,"5",2
0,"pub_transport",85,"5",2
0,"pub_transport",90,"5",2
0,"pub_transport",95,"5",2
0,"pub_transport",100,"5",2
1,"pub_transport",0,"5",3
1,"pub_transport",5,"5",3
1,"pub_transport",10,"5",3
1,"pub_transport",15,"5",3
1,"pub_transport",20,"5",3
1,"pub_transport",25,"5",3
1,"pub_transport",30,"5",3
1,"pub_transport",35,"5",3
1,"pub_transport",40,"5",3
1,"pub_transport",45,"5",3
1,"pub_transport",50,"5",3
1,"pub_transport",55,"5",3
1,"pub_transport",60,"5",3
1,"pub_transport",65,"5",3
1,"pub_transport",70,"5",3
1,"pub_transport",75,"5",2
1,"pub_transport",80,"5",2
1,"pub_transport",85,"5",2
1,"pub_transport",90,"5",2
1,"pub_transport",95,"5",2
1,"pub_transport",100,"5",2
2,"pub_transport",0,"5",3
2,"pub_transport",5,"5",3
2,"pub_transport",10,"5",3
2,"pub_transport",15,"5",3
2,"pub_transport",20,"5",3
2,"pub_transport",25,"5",3
2,"pub_transport",30,"5",3
2,"pub_transport",35,"5",3
2,"pub_transport",40,"5",3
2,"pub_transport",45,"5",3
2,"pub_transport",50,"5",3
2,"pub_transport",55,"5",3
2,"pub_transport",60,"5",3
2,"pub_transport",65,"5",3
2,"pub_transport",70,"5",3
2,"pub_transport",75,"5",3
2,"pub_transport",80,"5",3
2,"pub_transport",85,"5",3
2,"pub_transport",90,"5",3
2,"pub_transport",95,"5",3
2,"pub_transport",100,"5",3
3,"pub_transport",0,"5",3
3,"pub_transport",5,"5",3
3,"pub_transport",10,"5",3
3,"pub_transport",15,"5",3
3,"pub_transport",20,"5",3
3,"pub_transport",25,"5",3
3,"pub_transport",30,"5",3
3,"pub_transport",35,"5",3
3,"pub_transport",40,"5",3
3,"pub_transport",45,"5",3
3,"pub_transport",50,"5",3
3,"pub_transport",55,"5",3
3,"pub_transport",60,"5",3
3,"pub_transport",65,"5",3
3,"pub_transport",70,"5",3
3,"pub_transport",75,"5",3
3,"pub_transport",80,"5",3
3,"pub_transport",85,"5",3
3,"pub_transport",90,"5",3
3,"pub_transport",95,"5",3
3,"pub_transport",100,"5",3
4,"pub_transport",0,"5",4
4,"pub_transport",5,"5",4
4,"pub_transport",10,"5",4
4,"pub_transport",15,"5",4
4,"pub_transport",20,"5",4
4,"pub_transport",25,"5",4
4,"pub_transport",30,"5",3
4,"pub_transport",35,"5",3
4,"pub_transport",40,"5",3
4,"pub_transport",45,"5",3
4,"pub_transport",50,"5",3
4,"pub_transport",55,"5",3
4,"pub_transport",60,"5",3
4,"pub_transport",65,"5",3
4,"pub_transport",70,"5",3
4,"pub_transport",75,"5",3
4,"pub_transport",80,"5",3
4,"pub_transport",85,"5",3
4,"pub_transport",90,"5",3
4,"pub_transport",95,"5",3
4,"pub_transport",100,"5",3
5,"pub_transport",0,"5",4
5,"pub_transport",5,"5",4
5,"pub_transport",10,"5",4
5,"pub_transport",15,"5",4
5,"pub_transport",20,"5",4
5,"pub_transport",25,"5",4
5,"pub_transport",30,"5",4
5,"pub_transport",35,"5",4
5,"pub_transport",40,"5",4
5,"pub_transport",45,"5",4
5,"pub_transport",50,"5",4
5,"pub_transport",55,"5",4
5,"pub_transport",60,"5",4
5,"pub_transport",65,"5",4
5,"pub_transport",70,"5",4
5,"pub_transport",75,"5",3
5,"pub_transport",80,"5",3
5,"pub_transport",85,"5",3
5,"pub_transport",90,"5",3
5,"pub_transport",95,"5",3
5,"pub_transport",100,"5",3
6,"pub_transport",0,"5",4
6,"pub_transport",5,"5",4
6,"pub_transport",10,"5",4
6,"pub_transport",15,"5",4
6,"pub_transport",20,"5",4
6,"pub_transport",25,"5",4
6,"pub_transport",30,"5",4
6,"pub_transport",35,"5",4
6,"pub_transport",40,"5",4
6,"pub_transport",45,"5",4
6,"pub_transport",50,"5",4
6,"pub_transport",55,"5",4
6,"pub_transport",60,"5",4
6,"pub_transport",65,"5",4
6,"pub_transport",70,"5",4
6,"pub_transport",75,"5",4
6,"pub_transport",80,"5",4
6,"pub_transport",85,"5",4
6,"pub_transport",90,"5",4
6,"pub_transport",95,"5",4
6,"pub_transport",100,"5",4
7,"pub_transport",0,"5",4
7,"pub_transport",5,"5",4
7,"pub_transport",10,"5",4
7,"pub_transport",15,"5",4
7,"pub_transport",20,"5",4
7,"pub_transport",25,"5",4
7,"pub_transport",30,"5",4
7,"pub_transport",35,"5",4
7,"pub_transport",40,"5",4
7,"pub_transport",45,"5",4
7,"pub_transport",50,"5",4
7,"pub_transport",55,"5",4
7,"pub_transport",60,"5",4
7,"pub_transport",65,"5",4
7,"pub_transport",70,"5",4
7,"pub_transport",75,"5",4
7,"pub_transport",80,"5",4
7,"pub_transport",85,"5",4
7,"pub_transport",90,"5",4
7,"pub_transport",95,"5",4
7,"pub_transport",100,"5",4
8,"pub_transport",0,"5",5
8,"pub_transport",5,"5",5
8,"pub_transport",10,"5",5
8,"pub_transport",15,"5",5
8,"pub_transport",20,"5",5
8,"pub_transport",25,"5",5
8,"pub_transport",30,"5",5
8,"pub_transport",35,"5",4
8,"pub_transport",40,"5",4
8,"pub_transport",45,"5",4
8,"pub_transport",50,"5",4
8,"pub_transport",55,"5",4
8,"pub_transport",60,"5",4
8,"pub_transport",65,"5",4
8,"pub_transport",70,"5",4
8,"pub_transport",75,"5",4
8,"pub_transport",80,"5",4
8,"pub_transport",85,"5",4
8,"pub_transport",90,"5",4
8,"pub_transport",95,"5",4
8,"pub_transport",100,"5",4
9,"pub_transport",0,"5",5
9,"pub_transport",5,"5",5
9,"pub_transport",10,"5",5
9,"pub_transport",15,"5",5
9,"pub_transport",20,"5",5
9,"pub_transport",25,"5",5
9,"pub_transport",30,"5",5
9,"pub_transport",35,"5",5
9,"pub_transport",40,"5",5
9,"pub_transport",45,"5",5
9,"pub_transport",50,"5",5
9,"pub_transport",55,"5",5
9,"pub_transport",60,"5",5
9,"pub_transport",65,"5",5
9,"pub_transport",70,"5",5
9,"pub_transport",75,"5",4
9,"pub_transport",80,"5",4
9,"pub_transport",85,"5",4
9,"pub_transport",90,"5",4
9,"pub_transport",95,"5",4
9,"pub_transport",100,"5",4
10,"pub_transport",0,"5",5
10,"pub_transport",5,"5",5
10,"pub_transport",10,"5",5
10,"pub_transport",15,"5",5
10,"pub_transport",20,"5",5
10,"pub_transport",25,"5",5
10,"pub_transport",30,"5",5
10,"pub_transport",35,"5",5
10,"pub_transport",40,"5",5
10,"pub_transport",45,"5",5
10,"pub_transport",50,"5",5
10,"pub_transport",55,"5",5
10,"pub_transport",60,"5",5
10,"pub_transport",65,"5",5
10,"pub_transport",70,"5",5
10,"pub_transport",75,"5",5
10,"pub_transport",80,"5",5
10,"pub_transport",85,"5",5
10,"pub_transport",90,"5",5
10,"pub_transport",95,"5",5
10,"pub_transport",100,"5",5
11,"pub_transport",0,"5",5
11,"pub_transport",5,"5",5
11,"pub_transport",10,"5",5
11,"pub_transport",15,"5",5
11,"pub_transport",20,"5",5
11,"pub_transport",25,"5",5
11,"pub_transport",30,"5",5
11,"pub_transport",35,"5",5
11,"pub_transport",40,"5",5
11,"pub_transport",45,"5",5
11,"pub_transport",50,"5",5
11,"pub_transport",55,"5",5
11,"pub_transport",60,"5",5
11,"pub_transport",65,"5",5
11,"pub_transport",70,"5",5
11,"pub_transport",75,"5",5
11,"pub_transport",80,"5",5
11,"pub_transport",85,"5",5
11,"pub_transport",90,"5",5
11,"pub_transport",95,"5",5
11,"pub_transport",100,"5",5
12,"pub_transport",0,"5",5
12,"pub_transport",5,"5",5
12,"pub_transport",10,"5",5
12,"pub_transport",15,"5",5
12,"pub_transport",20,"5",5
12,"pub_transport",25,"5",5
12,"pub_transport",30,"5",5
12,"pub_transport",35,"5",5
12,"pub_transport",40,"5",5
12,"pub_transport",45,"5",5
12,"pub_transport",50,"5",5
12,"pub_transport",55,"5",5
12,"pub_transport",60,"5",5
12,"pub_transport",65,"5",5
12,"pub_transport",70,"5",5
12,"pub_transport",75,"5",5
12,"pub_transport",80,"5",5
12,"pub_transport",85,"5",5
12,"pub_transport",90,"5",5
12,"pub_transport",95,"5",5
12,"pub_transport",100,"5",5
13,"pub_transport",0,"5",5
13,"pub_transport",5,"5",5
13,"pub_transport",10,"5",5
13,"pub_transport",15,"5",5
13,"pub_transport",20,"5",5
13,"pub_transport",25,"5",5
13,"pub_transport",30,"5",5
13,"pub_transport",35,"5",5
13,"pub_transport",40,"5",5
13,"pub_transport",45,"5",5
13,"pub_transport",50,"5",5
13,"pub_transport",55,"5",5
13,"pub_transport",60,"5",5
13,"pub_transport",65,"5",5
13,"pub_transport",70,"5",5
13,"pub_transport",75,"5",5
13,"pub_transport",80,"5",5
13,"pub_transport",85,"5",5
13,"pub_transport",90,"5",5
13,"pub_transport",95,"5",5
13,"pub_transport",100,"5",5
14,"pub_transport",0,"5",5
14,"pub_transport",5,"5",5
14,"pub_transport",10,"5",5
14,"pub_transport",15,"5",5
14,"pub_transport",20,"5",5
14,"pub_transport",25,"5",5
14,"pub_transport",30,"5",5
14,"pub_transport",35,"5",5
14,"pub_transport",40,"5",5
14,"pub_transport",45,"5",5
14,"pub_transport",50,"5",5
14,"pub_transport",55,"5",5
14,"pub_transport",60,"5",5
14,"pub_transport",65,"5",5
14,"pub_transport",70,"5",5
14,"pub_transport",75,"5",5
14,"pub_transport",80,"5",5
14,"pub_transport",85,"5",5
14,"pub_transport",90,"5",5
14,"pub_transport",95,"5",5
14,"pub_transport",100,"5",5
15,"pub_transport",0,"5",5
15,"pub_transport",5,"5",5
15,"pub_transport",10,"5",5
15,"pub_transport",15,"5",5
15,"pub_transport",20,"5",5
15,"pub_transport",25,"5",5
15,"pub_transport",30,"5",5
15,"pub_transport",35,"5",5
15,"pub_transport",40,"5",5
15,"pub_transport",45,"5",5
15,"pub_transport",50,"5",5
15,"pub_transport",55,"5",5
15,"pub_transport",60,"5",5
15,"pub_transport",65,"5",5
15,"pub_transport",70,"5",5
15,"pub_transport",75,"5",5
15,"pub_transport",80,"5",5
15,"pub_transport",85,"5",5
15,"pub_transport",90,"5",5
15,"pub_transport",95,"5",5
15,"pub_transport",100,"5",5
16,"pub_transport",0,"5",5
16,"pub_transport",5,"5",5
16,"pub_transport",10,"5",5
16,"pub_transport",15,"5",5
16,"pub_transport",20,"5",5
16,"pub_transport",25,"5",5
16,"pub_transport",30,"5",5
16,"pub_transport",35,"5",5
16,"pub_transport",40,"5",5
16,"pub_transport",45,"5",5
16,"pub_transport",50,"5",5
16,"pub_transport",55,"5",5
16,"pub_transport",60,"5",5
16,"pub_transport",65,"5",5
16,"pub_transport",70,"5",5
16,"pub_transport",75,"5",5
16,"pub_transport",80,"5",5
16,"pub_transport",85,"5",5
16,"pub_transport",90,"5",5
16,"pub_transport",95,"5",5
16,"pub_transport",100,"5",5
17,"pub_transport",0,"5",5
17,"pub_transport",5,"5",5
17,"pub_transport",10,"5",5
17,"pub_transport",15,"5",5
17,"pub_transport",20,"5",5
17,"pub_transport",25,"5",5
17,"pub_transport",30,"5",5
17,"pub_transport",35,"5",5
17,"pub_transport",40,"5",5
17,"pub_transport",45,"5",5
17,"pub_transport",50,"5",5
17,"pub_transport",55,"5",5
17,"pub_transport",60,"5",5
17,"pub_transport",65,"5",5
17,"pub_transport",70,"5",5
17,"pub_transport",75,"5",5
17,"pub_transport",80,"5",5
17,"pub_transport",85,"5",5
17,"pub_transport",90,"5",5
17,"pub_transport",95,"5",5
17,"pub_transport",100,"5",5
18,"pub_transport",0,"5",5
18,"pub_transport",5,"5",5
18,"pub_transport",10,"5",5
18,"pub_transport",15,"5",5
18,"pub_transport",20,"5",5
18,"pub_transport",25,"5",5
18,"pub_transport",30,"5",5
18,"pub_transport",35,"5",5
18,"pub_transport",40,"5",5
18,"pub_transport",45,"5",5
18,"pub_transport",50,"5",5
18,"pub_transport",55,"5",5
18,"pub_transport",60,"5",5
18,"pub_transport",65,"5",5
18,"pub_transport",70,"5",5
18,"pub_transport",75,"5",5
18,"pub_transport",80,"5",5
18,"pub_transport",85,"5",5
18,"pub_transport",90,"5",5
18,"pub_transport",95,"5",5
18,"pub_transport",100,"5",5
19,"pub_transport",0,"5",5
19,"pub_transport",5,"5",5
19,"pub_transport",10,"5",5
19,"pub_transport",15,"5",5
19,"pub_transport",20,"5",5
19,"pub_transport",25,"5",5
19,"pub_transport",30,"5",5
